class_id,class_name,low_concept_index,high_concept_index,low_concept_id,high_concept_id,low_concept_text,high_concept_text,raw_weight,tanh_weight,abs_tanh_weight,rank
0,Adenocarcinoma,4,3,adeno_solid,adeno_micropapillary_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,-0.0026166841853410006,-0.0026166781317442656,0.0026166781317442656,1
0,Adenocarcinoma,4,10,adeno_solid,adeno_fused_glands_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,-0.002613149816170335,-0.0026131437625736,0.0026131437625736,2
0,Adenocarcinoma,4,5,adeno_solid,adeno_solid_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing solid sheets of adenocarcinoma cells with nuclear atypia.,-0.002611343516036868,-0.0026113376952707767,0.0026113376952707767,3
0,Adenocarcinoma,4,11,adeno_solid,adeno_prominent_nucleoli_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing gland-forming adenocarcinoma cells with vesicular chromatin and prominent nucleoli.,-0.0026087425649166107,-0.0026087367441505194,0.0026087367441505194,4
0,Adenocarcinoma,4,0,adeno_solid,adeno_acinar_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing adenocarcinoma cells forming glandular lumina.,-0.002604170236736536,-0.0026041644159704447,0.0026041644159704447,5
0,Adenocarcinoma,4,2,adeno_solid,adeno_papillary_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,-0.00259502069093287,-0.0025950148701667786,0.0025950148701667786,6
0,Adenocarcinoma,4,9,adeno_solid,adeno_atypical_glands_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,-0.0025905435904860497,-0.0025905377697199583,0.0025905377697199583,7
0,Adenocarcinoma,4,6,adeno_solid,adeno_columnar_cells_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing columnar adenocarcinoma cells with enlarged hyperchromatic nuclei and nucleoli.,-0.0025870660319924355,-0.002587060211226344,0.002587060211226344,8
0,Adenocarcinoma,4,8,adeno_solid,adeno_hobnail_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,-0.0025853991974145174,-0.002585393376648426,0.002585393376648426,9
0,Adenocarcinoma,4,7,adeno_solid,adeno_intracytoplasmic_mucin_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing adenocarcinoma cells with intracytoplasmic mucin vacuoles.,-0.0025731504429131746,-0.002573144854977727,0.002573144854977727,10
0,Adenocarcinoma,4,1,adeno_solid,adeno_lepidic_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing lepidic tumor cells growing along alveolar septa.,-0.0025501141790300608,-0.002550108591094613,0.002550108591094613,11
0,Adenocarcinoma,4,4,adeno_solid,adeno_mucinous_high,A low magnification histopathology image showing lung adenocarcinoma with solid growth pattern.,A high magnification histopathology image showing adenocarcinoma cells with mucin production and mucinous cytoplasm.,-0.0025208182632923126,-0.0025208129081875086,0.0025208129081875086,12
0,Adenocarcinoma,1,3,adeno_acinar,adeno_micropapillary_high,A low magnification histopathology image showing lung adenocarcinoma with acinar gland-forming architecture.,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,-0.00246748561039567,-0.0024674804881215096,0.0024674804881215096,13
0,Adenocarcinoma,1,0,adeno_acinar,adeno_acinar_high,A low magnification histopathology image showing lung adenocarcinoma with acinar gland-forming architecture.,A high magnification histopathology image showing adenocarcinoma cells forming glandular lumina.,-0.0024626031517982483,-0.0024625982623547316,0.0024625982623547316,14
0,Adenocarcinoma,1,2,adeno_acinar,adeno_papillary_high,A low magnification histopathology image showing lung adenocarcinoma with acinar gland-forming architecture.,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,-0.002452140673995018,-0.0024521357845515013,0.0024521357845515013,15
0,Adenocarcinoma,1,5,adeno_acinar,adeno_solid_high,A low magnification histopathology image showing lung adenocarcinoma with acinar gland-forming architecture.,A high magnification histopathology image showing solid sheets of adenocarcinoma cells with nuclear atypia.,-0.002451069885864854,-0.002451064996421337,0.002451064996421337,16
0,Adenocarcinoma,7,3,adeno_mixed_acinar_papillary_low,adeno_micropapillary_high,A low magnification histopathology image showing mixed acinar and papillary adenocarcinoma architecture.,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,-0.002450573490932584,-0.002450568601489067,0.002450568601489067,17
0,Adenocarcinoma,7,0,adeno_mixed_acinar_papillary_low,adeno_acinar_high,A low magnification histopathology image showing mixed acinar and papillary adenocarcinoma architecture.,A high magnification histopathology image showing adenocarcinoma cells forming glandular lumina.,-0.00244709849357605,-0.002447093604132533,0.002447093604132533,18
0,Adenocarcinoma,1,9,adeno_acinar,adeno_atypical_glands_high,A low magnification histopathology image showing lung adenocarcinoma with acinar gland-forming architecture.,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,-0.0024426658637821674,-0.0024426609743386507,0.0024426609743386507,19
0,Adenocarcinoma,1,10,adeno_acinar,adeno_fused_glands_high,A low magnification histopathology image showing lung adenocarcinoma with acinar gland-forming architecture.,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,-0.0024414551444351673,-0.0024414502549916506,0.0024414502549916506,20
1,NonAdenocarcinoma,2,5,nonadeno_hamartoma_low,nonadeno_sarcomatoid_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,A high magnification histopathology image showing spindle-shaped malignant tumor cells.,0.002605026587843895,0.0026050207670778036,0.0026050207670778036,1
1,NonAdenocarcinoma,2,6,nonadeno_hamartoma_low,nonadeno_dense_eosinophilic_cytoplasm_high,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,0.002582971006631851,0.00258296518586576,0.00258296518586576,2
