flip_type,fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
concept_only_correct_full_wrong,3,2466881-B2,2466881-B2,0,1,0,1,0,False,True,False,True,-1.0263078212738037,0.6540635824203491,-1.6816582679748535,-0.002233934123069048,0.3012101352214813,0.6987898349761963,0.00017675440176390111
concept_only_correct_full_wrong,3,2468105-B2,2468105-B2,0,1,0,1,0,False,True,False,True,-0.05873596668243408,1.6827632188796997,-1.7427856922149658,-0.0033022775314748287,0.5539515018463135,0.4460484981536865,0.00013544069952331483
visual_only_correct_concept_wrong,3,25021922B2,25021922B2,1,0,0,1,0,False,False,True,False,-0.25778937339782715,-1.159771203994751,0.9032680988311768,0.002221741247922182,0.13527333736419678,0.8647266626358032,0.00035052301245741546
visual_only_correct_concept_wrong,3,25031281B2,25031281B2,1,1,0,1,0,True,False,True,False,0.019796013832092285,-0.9591808915138245,0.980263352394104,0.006084702908992767,0.2920030653476715,0.7079969048500061,2.7194157155463472e-05
visual_only_correct_concept_wrong,3,25048256B2,25048256B2,1,1,0,1,0,True,False,True,False,1.1532156467437744,-0.3036191463470459,1.4581215381622314,0.0005693967104889452,0.09715183079242706,0.9028481841087341,0.00031462410697713494
visual_only_correct_concept_wrong,3,25050984B2,25050984B2,1,1,0,1,0,True,False,True,False,2.233208179473877,-0.40713953971862793,2.641633987426758,0.004615115933120251,0.46967455744743347,0.5303255319595337,3.2548348826821893e-05
concept_only_wrong_full_correct,3,25031281B2,25031281B2,1,1,0,1,0,True,False,True,False,0.019796013832092285,-0.9591808915138245,0.980263352394104,0.006084702908992767,0.2920030653476715,0.7079969048500061,2.7194157155463472e-05
concept_only_wrong_full_correct,3,25048256B2,25048256B2,1,1,0,1,0,True,False,True,False,1.1532156467437744,-0.3036191463470459,1.4581215381622314,0.0005693967104889452,0.09715183079242706,0.9028481841087341,0.00031462410697713494
concept_only_wrong_full_correct,3,25050984B2,25050984B2,1,1,0,1,0,True,False,True,False,2.233208179473877,-0.40713953971862793,2.641633987426758,0.004615115933120251,0.46967455744743347,0.5303255319595337,3.2548348826821893e-05
full_without_visual_correct_full_wrong,3,2466881-B2,2466881-B2,0,1,0,1,0,False,True,False,True,-1.0263078212738037,0.6540635824203491,-1.6816582679748535,-0.002233934123069048,0.3012101352214813,0.6987898349761963,0.00017675440176390111
full_without_visual_correct_full_wrong,3,2468105-B2,2468105-B2,0,1,0,1,0,False,True,False,True,-0.05873596668243408,1.6827632188796997,-1.7427856922149658,-0.0033022775314748287,0.5539515018463135,0.4460484981536865,0.00013544069952331483
full_correct_full_without_visual_wrong,3,25031281B2,25031281B2,1,1,0,1,0,True,False,True,False,0.019796013832092285,-0.9591808915138245,0.980263352394104,0.006084702908992767,0.2920030653476715,0.7079969048500061,2.7194157155463472e-05
full_correct_full_without_visual_wrong,3,25048256B2,25048256B2,1,1,0,1,0,True,False,True,False,1.1532156467437744,-0.3036191463470459,1.4581215381622314,0.0005693967104889452,0.09715183079242706,0.9028481841087341,0.00031462410697713494
full_correct_full_without_visual_wrong,3,25050984B2,25050984B2,1,1,0,1,0,True,False,True,False,2.233208179473877,-0.40713953971862793,2.641633987426758,0.004615115933120251,0.46967455744743347,0.5303255319595337,3.2548348826821893e-05
