flip_type,fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
concept_only_correct_full_wrong,4,2460974-B2,2460974-B2,0,1,0,1,0,False,True,False,True,-0.795070469379425,4.064423561096191,-4.865947723388672,-0.008088265545666218,0.581851065158844,0.4181489646434784,0.0012400437844917178
concept_only_correct_full_wrong,4,25025675B2,25025675B2,0,1,0,1,0,False,True,False,True,-0.6957667469978333,0.35445350408554077,-1.0566741228103638,-0.10902080684900284,0.6506293416023254,0.34937071800231934,0.0008304791990667582
concept_only_correct_full_wrong,4,25029425B3,25029425B3,1,0,1,0,1,False,True,False,True,-0.07392334938049316,0.8075649738311768,-0.8750346899032593,0.03563513234257698,0.13773956894874573,0.8622604012489319,0.007578365970402956
concept_only_correct_full_wrong,4,25033894B2,25033894B2,1,0,1,0,1,False,True,False,True,-0.3787424564361572,0.6416690349578857,-1.0139580965042114,-0.04439228028059006,0.18599317967891693,0.8140068054199219,0.008401927538216114
visual_only_correct_concept_wrong,4,2461487-B2,2461487-B2,0,1,1,0,1,False,False,True,False,-0.024764060974121094,-0.6666271686553955,0.6354091167449951,-0.09255117177963257,0.15604093670845032,0.8439590930938721,0.00018983912013936788
visual_only_correct_concept_wrong,4,2474189-B7,2474189-B7,0,1,1,0,1,False,False,True,False,-0.7368053197860718,-2.6119744777679443,1.8687149286270142,-0.027695439755916595,0.21185727417469025,0.788142740726471,0.002098373370245099
visual_only_correct_concept_wrong,4,2478091-B4,2478091-B4,0,1,1,0,1,False,False,True,False,-0.4817410707473755,-1.6686084270477295,1.1804133653640747,-0.014448074623942375,0.13557112216949463,0.8644288778305054,0.0009431670187041163
visual_only_correct_concept_wrong,4,2488369-B2,2488369-B2,0,1,1,0,1,False,False,True,False,-0.3728161156177521,-0.468028724193573,0.08875881880521774,-0.0941954180598259,0.16695186495780945,0.8330481052398682,0.0002564249443821609
visual_only_correct_concept_wrong,4,25021164B2,25021164B2,0,0,1,0,1,True,False,True,False,0.6581538915634155,-0.6383459568023682,1.290045976638794,-0.09377788752317429,0.522981584072113,0.47701841592788696,0.09496001899242401
visual_only_correct_concept_wrong,4,2476693-B3,2476693-B3,1,0,0,1,0,False,False,True,False,-1.7589478492736816,-2.313840866088867,0.5613474249839783,-0.05978407338261604,0.025525525212287903,0.9744744896888733,0.009865544736385345
visual_only_correct_concept_wrong,4,2485276-B3,2485276-B3,1,1,0,1,0,True,False,True,False,0.10364902019500732,-0.7801569700241089,0.8902597427368164,0.002136560156941414,0.4793272316455841,0.5206727385520935,0.001343442709185183
concept_only_wrong_full_correct,4,25021164B2,25021164B2,0,0,1,0,1,True,False,True,False,0.6581538915634155,-0.6383459568023682,1.290045976638794,-0.09377788752317429,0.522981584072113,0.47701841592788696,0.09496001899242401
concept_only_wrong_full_correct,4,2485276-B3,2485276-B3,1,1,0,1,0,True,False,True,False,0.10364902019500732,-0.7801569700241089,0.8902597427368164,0.002136560156941414,0.4793272316455841,0.5206727385520935,0.001343442709185183
full_without_visual_correct_full_wrong,4,2460974-B2,2460974-B2,0,1,0,1,0,False,True,False,True,-0.795070469379425,4.064423561096191,-4.865947723388672,-0.008088265545666218,0.581851065158844,0.4181489646434784,0.0012400437844917178
full_without_visual_correct_full_wrong,4,25025675B2,25025675B2,0,1,0,1,0,False,True,False,True,-0.6957667469978333,0.35445350408554077,-1.0566741228103638,-0.10902080684900284,0.6506293416023254,0.34937071800231934,0.0008304791990667582
full_without_visual_correct_full_wrong,4,25029425B3,25029425B3,1,0,1,0,1,False,True,False,True,-0.07392334938049316,0.8075649738311768,-0.8750346899032593,0.03563513234257698,0.13773956894874573,0.8622604012489319,0.007578365970402956
full_without_visual_correct_full_wrong,4,25033894B2,25033894B2,1,0,1,0,1,False,True,False,True,-0.3787424564361572,0.6416690349578857,-1.0139580965042114,-0.04439228028059006,0.18599317967891693,0.8140068054199219,0.008401927538216114
full_correct_full_without_visual_wrong,4,25021164B2,25021164B2,0,0,1,0,1,True,False,True,False,0.6581538915634155,-0.6383459568023682,1.290045976638794,-0.09377788752317429,0.522981584072113,0.47701841592788696,0.09496001899242401
full_correct_full_without_visual_wrong,4,2485276-B3,2485276-B3,1,1,0,1,0,True,False,True,False,0.10364902019500732,-0.7801569700241089,0.8902597427368164,0.002136560156941414,0.4793272316455841,0.5206727385520935,0.001343442709185183
