flip_type,fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
concept_only_correct_full_wrong,3,2464690-B2,2464690-B2,0,1,0,1,0,False,True,False,True,-1.0758147239685059,0.49394774436950684,-1.5663456916809082,-0.004715768154710531,0.1628350168466568,0.8371649980545044,0.00022405042545869946
concept_only_correct_full_wrong,3,2475184-B2,2475184-B2,0,1,0,1,0,False,True,False,True,-0.7025556564331055,1.8647310733795166,-2.5638699531555176,0.00520534161478281,0.29263320565223694,0.7073668241500854,0.00024150352692231536
visual_only_correct_concept_wrong,3,2462830-B2,2462830-B2,0,1,1,0,1,False,False,True,False,-0.075897216796875,-0.5520807504653931,0.4796004593372345,-0.0034995342139154673,0.0765288919210434,0.9234710931777954,6.0000667872373015e-05
visual_only_correct_concept_wrong,3,25017220B2,25017220B2,0,0,1,0,1,True,False,True,False,1.4865891933441162,-0.20267724990844727,1.6926833391189575,0.008824223652482033,0.2352445423603058,0.7647554278373718,0.001145759248174727
visual_only_correct_concept_wrong,3,25021922B2,25021922B2,1,1,0,1,0,True,False,True,False,1.1332223415374756,-0.5296940803527832,1.659499168395996,-0.0032399215269833803,0.1858244389295578,0.814175546169281,0.00014406720583792776
visual_only_correct_concept_wrong,3,25050862B2,25050862B2,1,1,0,1,0,True,False,True,False,0.1661205291748047,-0.3067636489868164,0.4694674611091614,-0.012035679072141647,0.03403892368078232,0.9659610390663147,0.0002886405272874981
concept_only_wrong_full_correct,3,25017220B2,25017220B2,0,0,1,0,1,True,False,True,False,1.4865891933441162,-0.20267724990844727,1.6926833391189575,0.008824223652482033,0.2352445423603058,0.7647554278373718,0.001145759248174727
concept_only_wrong_full_correct,3,25021922B2,25021922B2,1,1,0,1,0,True,False,True,False,1.1332223415374756,-0.5296940803527832,1.659499168395996,-0.0032399215269833803,0.1858244389295578,0.814175546169281,0.00014406720583792776
concept_only_wrong_full_correct,3,25050862B2,25050862B2,1,1,0,1,0,True,False,True,False,0.1661205291748047,-0.3067636489868164,0.4694674611091614,-0.012035679072141647,0.03403892368078232,0.9659610390663147,0.0002886405272874981
full_without_visual_correct_full_wrong,3,2464690-B2,2464690-B2,0,1,0,1,0,False,True,False,True,-1.0758147239685059,0.49394774436950684,-1.5663456916809082,-0.004715768154710531,0.1628350168466568,0.8371649980545044,0.00022405042545869946
full_without_visual_correct_full_wrong,3,2475184-B2,2475184-B2,0,1,0,1,0,False,True,False,True,-0.7025556564331055,1.8647310733795166,-2.5638699531555176,0.00520534161478281,0.29263320565223694,0.7073668241500854,0.00024150352692231536
full_correct_full_without_visual_wrong,3,25017220B2,25017220B2,0,0,1,0,1,True,False,True,False,1.4865891933441162,-0.20267724990844727,1.6926833391189575,0.008824223652482033,0.2352445423603058,0.7647554278373718,0.001145759248174727
full_correct_full_without_visual_wrong,3,25021922B2,25021922B2,1,1,0,1,0,True,False,True,False,1.1332223415374756,-0.5296940803527832,1.659499168395996,-0.0032399215269833803,0.1858244389295578,0.814175546169281,0.00014406720583792776
full_correct_full_without_visual_wrong,3,25050862B2,25050862B2,1,1,0,1,0,True,False,True,False,0.1661205291748047,-0.3067636489868164,0.4694674611091614,-0.012035679072141647,0.03403892368078232,0.9659610390663147,0.0002886405272874981
